id,code,name,description,price,unit,category,brand,hs_code,weight,volume,qty,spec,specs_l,specs_w,specs_h,specification,area,location,box_no,material,color,image,image_filename,image_data,remarks,tags,create_time,update_time,restaurant_brand_id,material_brand,suggested_waste_rate,excel_src_row,pic_folder,code_before_cleanup
184,KT08-GYHG-XEEE-001,燃气单门8盘蒸饭车,"- 门数量：单门，蒸车同时可蒸8盘
- 加热方式：燃气 
- 使用人数：120位
- 天然气耗气量：2(m³/h)
- 容量：(20±2)*2L
- 净重：48KG",3828.571429,台,厨房设备,,,"

图片仅供参考；设备尺寸以现场实际尺寸为准；请设备方深化复尺。",,,,770,700,1350,,厨房设备,,,,,"=DISPIMG(""ID_1AFC4E7CB63C43FF8843A5249DB02B93"",1)",,,,,,,,,,37,厨房设备,
185,KT08-GYHG-X39D-001,炒灶拼台柜,"- 采用不锈钢板造,板厚为1.0mm
- 配底层板,板厚为1.0mm
- 400mm高挡水背板
- 配可调节子弹脚
- 配单扇平开门",885.7142857,台,厨房设备,,,"

图片仅供参考；设备尺寸以现场实际尺寸为准；请设备方深化复尺。",,,,350,800,800/400,,厨房设备,,,,,"=DISPIMG(""ID_0A03DC9FE3174933B679E5E878245BFA"",1)",,,,,,,,,,38,厨房设备,
186,KT08-GYHG-X227-001,燃气单头单尾小炒灶,"- 采用不锈钢板,板厚度为1.2mm
- 配1个单冷摇摆水龙头
- 配高身节能炉头
- 配鼓风风机：220V/250W
- 400mm高挡水背板
- 配可调节子弹脚
- 火种制、气制和气制",3400,台,厨房设备,,,"

图片仅供参考；设备尺寸以现场实际尺寸为准；请设备方深化复尺。",,,,1000,800,800/400,,厨房设备,,,,,"=DISPIMG(""ID_841D31F8BC2F46E8B23B8E4546508547"",1)",,,,,,,,,,39,厨房设备,
187,KT08-GYHG-X066-001,电热双缸双筛炸炉连柜,"- 型号：YS-SZL
- 功率：380V/50Hz/2*8KW
- 全身不锈钢防水
- 无挡水背板
- 净重：50KG
- 炸炉面放置大理石台面",11257.14286,台,厨房设备,,,可更改产品品牌,,,,800,800,800,,厨房设备,,,,,"=DISPIMG(""ID_DA043A19587F4B9FB40BB302C09C8454"",1)",,,,,,,,,,40,厨房设备,
188,KT08-GYHG-X715-001,不锈钢油网烟罩(防爆灯),"- 采用不锈钢板,板厚度为1.0mm
- 配烟罩挡水板、接油杯等
- 配备防火防爆灯2个
- 根据现场定制转角尺寸",2142.857143,米,厨房设备,,,,,,,L,1000,500,,厨房设备,,,,,"=DISPIMG(""ID_A27EED0E053B41CB83989768F3940301"",1)",,,,,,,,,,41,厨房设备,
189,KT08-GYHG-X792-001,不锈钢台面,"采用不锈钢板,板厚度为1.2mm
- 配下层平板架/插框架
- 120mm高挡水背板
- 配不锈钢调节子弹脚
",642.8571429,台,厨房设备,,,,,,,200,800,800,,厨房设备,,,,,,,,,,,,,,,42,厨房设备,
190,KT08-GYHG-XF42-001,双门平台雪柜(冷藏),"- 箱内温度: -12℃～-6℃
- 容积:380L
- 输入功率:220V/50Hz/300W
- 制冷剂:R134a
- 制冷方式:直冷 ",2657.142857,台,厨房设备,,,图片仅供参考；设备尺寸以现场实际尺寸为准；请设备方深化复尺。,,,,1800,800,800,,厨房设备,,,,,"=DISPIMG(""ID_BAF5C32381454C51BB35733851FBB965"",1)",,,,,,,,,,43,厨房设备,
191,KT08-GYHG-X17D-001,双层吊架,"- 采用不锈钢板造,板厚为1.0mm
- 分上下两层，净空高度320mm",885.7142857,台,厨房设备,,,,,,,1800,300,400,,厨房设备,,,,,"=DISPIMG(""ID_18B3D2AA3FC949C1B986790FB34917E8"",1)",,,,,,,,,,44,厨房设备,
192,KT08-GYHG-X578-001,不锈钢隔热封板,"- 采用不锈钢板造,板厚为1.0mm
- 焊接烟罩及炒灶立面,防油便于打扫
- 密封胶采用耐高温、耐腐蚀、不变色",685.7142857,米,厨房设备,,,,,,,H:800mm,,,,厨房设备,,,,,"=DISPIMG(""ID_71652C994C064AE09F02B33D6A52053C"",1)",,,,,,,,,,45,厨房设备,
193,KT08-GYHG-X35E-001,电磁蒸炉,"采用进口IGBT ,性能稳定,寿命更长久；一体成型防水无缝面板，更坚固，更美观，易清洁；聚能超大线盘,火力均匀强劲，能效高达92%以上；人性化三防结构模块设计,有效防水、防油烟、防虫害的浸蚀；独有的超宽电压设计,运行稳定更安全。",1257.142857,台,厨房设备,,,,,,,600,600,250,,厨房设备,,,,,"=DISPIMG(""ID_C4AAF0D1DF4A402AB68D60A910C26244"",1)",,,,,,,,,,46,厨房设备,
194,KT08-GYHG-X286-001,拖把池带背（挂钩）,"- 采用不锈钢板,板厚度为1.2mm
- 配1支单入墙水龙头
- 配星盆盆1套,支架配4个挂钩
- 300mm高挡水背板
- 配可调节子弹脚",1257.142857,台,厨房设备,,,,,,,880,560,500/420,,厨房设备,,,,,"=DISPIMG(""ID_58214396DA4447A2BA9672081E17073A"",1)",,,,,,,,,,47,厨房设备,
195,KT08-GYHG-KGX-003,全自动波轮洗衣机(8KG),"- 型号：MB80ECO1
- 全自动化洗涤
- 洗涤容量：8KG
- 洗涤功率：220V/50HZ/0.4KW
- 产品重量：31KG",,台,厨房设备,,,当地采购,,,,525,515,920,,厨房设备,,,,,"=DISPIMG(""ID_5E4716372D0343B2A4B9A6520B2AA532"",1)",,,,,,,,,,48,厨房设备,
196,KT08-GYHG-KWX-003,排烟风柜-380V/5.5KW(明档),- 该机具有效率高、噪声低、安装方便、运行平稳、流量大、耐高温等特点,8114.285714,台,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_44511FBD21144E52BCD01C257A2187DB"",1)",,,,,,,,,,49,厨房设备,
197,KT08-GYHG-KWX-004,排烟风柜-380V/5.5KW(后厨),- 该机具有效率高、噪声低、安装方便、运行平稳、流量大、耐高温等特点,8114.285714,台,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_4381469E642C4D6288546150FF28CD76"",1)",,,,,,,,,,50,厨房设备,
198,KT08-GYHG-X3CB-001,抽油烟机支架,"- 采用50角钢焊接
- 表面刷防锈漆
- 配减振器4个",928.5714286,项,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_683CB9D494C845E2AFBF2B46184974DE"",1)",,,,,,,,,,51,厨房设备,
199,KT08-GYHG-X5F9-001,风机减振器,"- 国标铸铁外壳
- 内部弹簧钢丝弹性好，强度大
- 底部防滑橡胶脚垫",85.71428571,个,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_5A848B1582B44DF1BEB5FE1E5F8569FB"",1)",,,,,,,,,,52,厨房设备,
200,KT08-GYHG-KWX-005,电子油烟净化器-220V/1KW,"- 采用低空排放方式，油烟净化率达到95%
- 油烟净化器处理风量：25000m³/H",18285.71429,台,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_41D23915C9D140289E19874742D322B4"",1)",,,,,,,,,,53,厨房设备,
201,KT08-GYHG-X227-002,油烟处理器支架,"- 采用50角钢焊接
- 表面刷防锈漆
- 配减振器4个",928.5714286,台,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_993BC18E304846719701A514B0C8878D"",1)",,,,,,,,,,54,厨房设备,
202,KT08-GYHG-X928-001,排烟风柜启动控制箱,- 内配置空开、交流接触器、电动机综合保护器,885.7142857,个,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_35EED38042294E36A168A7B773589E8A"",1)",,,,,,,,,,55,厨房设备,
203,KT08-GYHG-X020-001,防火阀,"- 防火温度250℃
- 直通式通道排烟
- 法兰连接方式",685.7142857,个,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_19C6BE864FB145D5A0A33037139C6682"",1)",,,,,,,,,,56,厨房设备,
204,KT08-GYHG-X525-001,风管软接,- 采用防油帆布制作，具有消除震动的功能,214.2857143,个,厨房设备,,,可更改产品品牌,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_13A05FBCAF5F4CD8BBCF65DE57E454F2"",1)",,,,,,,,,,57,厨房设备,
205,KT08-GYHG-X7F3-001,抽油烟镀锌管,"- 采用优质镀锌板制作
- 以实际现场安装平方数做结算",185.7142857,平方,厨房设备,,,,,,,,,,,厨房设备,,,,,"=DISPIMG(""ID_17120C0A74F14341B41A3ABB613C5A53"",1)",,,,,,,,,,58,厨房设备,
206,HW10-GYHG-XB90-001,员工饭碗,员工饭碗,,个,五金杂件,,,10,,,,155,7,,,五金杂件,,,,,,,,,,,,,,,2,后厨杂件,
207,HW10-GYHG-XB8C-001,员工水杯,员工水杯,,个,五金杂件,,,10,,,,95,9,,,五金杂件,,,,,,,,,,,,,,,3,后厨杂件,
208,HW10-GYHG-X9E6-001,深不锈钢托盘,员工餐米饭饭盘,,个,五金杂件,,,15,,,,340,490,5,,五金杂件,,,,,,,,,,,,,,,4,后厨杂件,
209,HW10-GYHG-XE53-001,浅不锈钢托盘,员工餐米饭饭盘,,个,五金杂件,,,20,,,,340,490,8,,五金杂件,,,,,,,,,,,,,,,5,后厨杂件,
210,HW10-GYHG-X73D-001,不锈钢盆,员工餐盆,,个,五金杂件,,,10,,,,260,10,8,,五金杂件,,,,,,,,,,,,,,,6,后厨杂件,
211,HW10-GYHG-X48E-001,不锈钢盆,员工餐盆,,个,五金杂件,,,15,,,,380,120,8,,五金杂件,,,,,,,,,,,,,,,7,后厨杂件,
212,HW10-GYHG-X971-001,不锈钢盆,员工餐盆,,个,五金杂件,,,35,,,,530,160,8,,五金杂件,,,,,,,,,,,,,,,8,后厨杂件,
213,HW10-GYHG-X26F-001,蓝色数字方巾,专门放住在台面。做台面清洁,,条,五金杂件,,,5,,,,300,300,,,五金杂件,,,,,,,,,,,,,,,9,后厨杂件,
214,HW10-GYHG-X651-001,棕色数字方巾,做重油、重污垢等清洁卫生,,条,五金杂件,,,5,,,,300,300,,,五金杂件,,,,,,,,,,,,,,,10,后厨杂件,
215,HW10-GYHG-X758-001,白色数字方巾,擦试直接能进食的盘子或者刀具,,条,五金杂件,,,5,,,,300,300,,,五金杂件,,,,,,,,,,,,,,,11,后厨杂件,
216,HW10-GYHG-X427-001,白色毛巾,擦试直接能进食的盘子或者刀具,,条,五金杂件,,,6,,,,300,300,,,五金杂件,,,,,,,,,,,,,,,12,后厨杂件,
217,HW10-GYHG-XC50-001,蓝色毛巾,专门放住在台面。做台面清洁,,条,五金杂件,,,6,,,,350,700,,,五金杂件,,,,,,,,,,,,,,,13,后厨杂件,
218,HW10-GYHG-X9FC-001,毛巾架,挂毛巾,,个,五金杂件,,,,,,,570,,,,五金杂件,,,,,,,,,,,,,,,14,后厨杂件,
219,HW10-GYHG-X363-001,泡菜盆,泡菜盆,,个,五金杂件,,,,,,,5L,,,,五金杂件,,,,,,,,,,,,,,,15,后厨杂件,
220,HW10-GYHG-X749-001,调味盅,盐盅,,个,五金杂件,,,8,,,,140,9.5,,,五金杂件,,,,,,,,,,,,,,,16,后厨杂件,
221,HW10-GYHG-X9B4-001,打蛋器(荣事达）,打蛋器(荣事达）ce,,台,五金杂件,,,,,,,,,,,五金杂件,,,,,,,,,,,,,,,17,后厨杂件,
222,HW10-GYHG-XE88-001,搅拌器(志高）,搅拌器(志高）ce,,台,五金杂件,,,,,,,,,,,五金杂件,,,,,,,,,,,,,,,18,后厨杂件,
223,HW10-GYHG-X2A8-001,十八子片刀,切菜刀,,把,五金杂件,,,65,,,,,,,,五金杂件,,,,,,,,,,,,,,,19,后厨杂件,
224,HW10-GYHG-X891-002,十八子砍刀,砍刀,,把,五金杂件,,,110,,,,,,,,五金杂件,,,,,,,,,,,,,,,20,后厨杂件,
225,HW10-GYHG-X687-001,十八子水果刀,水果刀,,把,五金杂件,,,45,,,,,,,,五金杂件,,,,,,,,,,,,,,,21,后厨杂件,
226,HW10-GYHG-X363-002,剪刀,剪刀,,把,五金杂件,,,10,,,,,,,,五金杂件,,,,,,,,,,,,,,,22,后厨杂件,
227,HW10-GYHG-X2A8-002,刀把套,刀把套红色和绿色,,个,五金杂件,,,65,,,,,,,,五金杂件,,,,,,,,,,,,,,,23,后厨杂件,
228,HW10-GYHG-X8B0-001,削皮刀,削皮,,把,五金杂件,,,3,,,,,,,,五金杂件,,,,,,,,,,,,,,,24,后厨杂件,
229,HW10-GYHG-XAC0-001,磨刀石,磨刀细沙,,个,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,25,后厨杂件,
230,HW10-GYHG-X7E0-001,磨刀石,磨刀粗沙,,个,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,26,后厨杂件,
231,HW10-GYHG-XD65-001,红色塑料菜墩,生肉类,,个,五金杂件,,,150,,,,430,,,,五金杂件,,,,,,,,,,,,,,,27,后厨杂件,
232,HW10-GYHG-XDED-001,绿色塑料菜墩,蔬菜类,,个,五金杂件,,,150,,,,430,,,,五金杂件,,,,,,,,,,,,,,,28,后厨杂件,
233,HW10-GYHG-XCEE-001,白色塑料菜板,直接食用类，比如刺身，水果,,个,五金杂件,,,45,,,,305,445,,,五金杂件,,,,,,,,,,,,,,,29,后厨杂件,
234,HW10-GYHG-XDB0-001,绿色塑料菜板,蔬菜类,,个,五金杂件,,,45,,,,305,445,,,五金杂件,,,,,,,,,,,,,,,30,后厨杂件,
235,HW10-GYHG-XC33-001,木制菜板,熟食类，卤肉,,个,五金杂件,,,65,,,,590,370,,,五金杂件,,,,,,,,,,,,,,,31,后厨杂件,
236,HW10-GYHG-XFB7-001,切片机,土豆片、藕片等,,台,五金杂件,,,,,,,,,,,五金杂件,,,,,,,,,,,,,,,32,后厨杂件,
237,HW10-GYHG-X0A1-001,绞丝机,绞丝机：土豆丝、青笋丝等,,台,五金杂件,,,150,,,,,,,,五金杂件,,,,,,,,,,,,,,,33,后厨杂件,
238,HW10-GYHG-X0C9-001,不锈钢挂钩,毛巾,,个,五金杂件,,,35,,,,,,,,五金杂件,,,,,,,,,,,,,,,34,后厨杂件,
239,HW10-GYHG-XD5D-001,磨刀棍,磨刀,,个,五金杂件,,,20,,,,,,,,五金杂件,,,,,,,,,,,,,,,35,后厨杂件,
240,HW10-GYHG-XB5A-001,电子台秤,大锅、出菜分量,,台,五金杂件,,,150,,,,30公斤,,,,五金杂件,,,,,,,,,,,,,,,36,后厨杂件,
241,HW10-GYHG-X084-001,电子克称, 称重使用,,台,五金杂件,,,65,,,,2公斤,,,,五金杂件,,,,,,,,,,,,,,,37,后厨杂件,
242,HW10-GYHG-XE0C-001,电子地称,收货称,,台,五金杂件,,,180,,,,150公斤,,,,五金杂件,,,,,,,,,,,,,,,38,后厨杂件,
243,HW10-GYHG-XAE6-001,垃圾桶,厨余垃圾,,个,五金杂件,,,65,,,,50升,,,,五金杂件,,,,,,,,,,,,,,,39,后厨杂件,
244,HW10-GYHG-X616-001,木盆,鹅肠、鸭肠、黄喉、千层 展示盆,,个,五金杂件,,,,,,,500,140,,,五金杂件,,,,,,,,,,,,,,,40,后厨杂件,
245,HW10-GYHG-X7EA-001,炒锅,炒菜,,口,五金杂件,,,40,,,,430,,,,五金杂件,,,,,,,,,,,,,,,41,后厨杂件,
246,HW10-GYHG-XA4E-001,炒锅,炒菜,,口,五金杂件,,,60,,,,530,,,,五金杂件,,,,,,,,,,,,,,,42,后厨杂件,
247,HW10-GYHG-XD34-001,单柄炒锅,炒饭锅,,口,五金杂件,,,38,,,,320,,,,五金杂件,,,,,,,,,,,,,,,43,后厨杂件,
248,HW10-GYHG-XA4D-002,密漏勺,过滤使用,,把,五金杂件,,,10,,,,180,,,,五金杂件,,,,,,,,,,,,,,,44,后厨杂件,
249,HW10-GYHG-XD92-001,密漏勺,过滤使用,,把,五金杂件,,,20,,,,280,,,,五金杂件,,,,,,,,,,,,,,,45,后厨杂件,
250,HW10-GYHG-X039-001,漏勺,漏勺,,把,五金杂件,,,28,,,,280,,,,五金杂件,,,,,,,,,,,,,,,46,后厨杂件,
251,HW10-GYHG-XD82-001,锅铲,锅铲,,把,五金杂件,,,15,,,,2号,,,,五金杂件,,,,,,,,,,,,,,,47,后厨杂件,
252,HW10-GYHG-X605-001,炒勺,炒勺,,把,五金杂件,,,15,,,,2号,,,,五金杂件,,,,,,,,,,,,,,,48,后厨杂件,
253,HW10-GYHG-X0C0-001,长把水勺,水勺,,把,五金杂件,,,25,,,,200,,,,五金杂件,,,,,,,,,,,,,,,49,后厨杂件,
254,HW10-GYHG-XF99-001,油缸,油缸,,个,五金杂件,,,25,,,,250,,,,五金杂件,,,,,,,,,,,,,,,50,后厨杂件,
255,HW10-GYHG-XCCB-001,调味缸,调味缸,,个,五金杂件,,,12,,,,150,9.5,,,五金杂件,,,,,,,,,,,,,,,51,后厨杂件,
256,HW10-GYHG-X0FF-001,不锈钢桶,装汤,,个,五金杂件,,,60,,,,300,,,,五金杂件,,,,,,,,,,,,,,,52,后厨杂件,
257,HW10-GYHG-X8F0-002,不锈钢桶,装汤,,个,五金杂件,,,80,,,,400,,,,五金杂件,,,,,,,,,,,,,,,53,后厨杂件,
258,HW10-GYHG-X98A-001,不锈钢桶,装汤,,个,五金杂件,,,135,,,,500,,,,五金杂件,,,,,,,,,,,,,,,54,后厨杂件,
259,HW10-GYHG-X0E8-001,整理箱,储物存放,,个,五金杂件,,,60,,,,560,430,330,,五金杂件,,,,,,,,,,,,,,,55,后厨杂件,
260,HW10-GYHG-XEBD-001,收餐筐,收餐具,,个,五金杂件,,,18,,,,450,360,140,,五金杂件,,,,,,,,,,,,,,,56,后厨杂件,
261,HW10-GYHG-XC29-001,收纳箱,食材存放,,个,五金杂件,,,48,,,,450,330,280,,五金杂件,,,,,,,,,,,,,,,57,后厨杂件,
262,HW10-GYHG-X848-001,紫外线刀具消毒柜,刀具消毒,,个,五金杂件,,,808,,,,400,600,,,五金杂件,,,,,,,,,,,,,,,58,后厨杂件,
263,HW10-GYHG-XF3A-001,全自动洗衣机,洗员工服、围裙,,台,五金杂件,, ,,,,,,,,,五金杂件,,,,,,,,,,,,,,,59,后厨杂件,
264,HW10-GYHG-XF2F-001,灭蝇灯,灭蝇灯,,个,五金杂件,,,65,,,,,,,,五金杂件,,,,,,,,,,,,,,,60,后厨杂件,
265,HW10-GYHG-X288-001,高压锅,烹饪食材,,口,五金杂件,,,200,,,,300,,,,五金杂件,,,,,,,,,,,,,,,61,后厨杂件,
266,HW10-GYHG-XCF6-001,电饭煲,煮大米饭,,口,五金杂件,,,260,,,,5.0L,,,,五金杂件,,,,,,,,,,,,,,,62,后厨杂件,
267,HW10-GYHG-X8AE-001,保温桶,食材保温,,口,五金杂件,,,150,,,,10L,,,,五金杂件,,,,,,,,,,,,,,,63,后厨杂件,
268,HW10-GYHG-X8BD-001,微波炉,烹饪 食材，加热食材,,台,五金杂件,,,350,,,,,,,,五金杂件,,,,, ,,,,,,,,,,64,后厨杂件,
269,HW10-GYHG-XC2C-001,干冰桶,装干冰,,把,五金杂件,,,180,,,,10斤装,,,,五金杂件,,,,,,,,,,,,,,,65,后厨杂件,
270,HW10-GYHG-XB59-001,电子钟,看时间,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,,,,,,,,,,,66,后厨杂件,
271,HW10-GYHG-X917-001,长柄双钩肉钩,深桶捞挂食材,,把,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,67,后厨杂件,
272,HW10-GYHG-X72A-001,挂钩肉钩,挂物品，或者食材,,个,五金杂件,,,10,,,,350,,,,五金杂件,,,,,,,,,,,,,,,68,后厨杂件,
273,HW10-GYHG-X817-001,喷壶,装洗洁精，桌子清洁,,个,五金杂件,,,10,,,,,,,,五金杂件,,,,,,,,,,,,,,,69,后厨杂件,
274,HW10-GYHG-X6B3-001,油刷,8秒牛肉菜品,,个,五金杂件,,,10,,,,中号,,,,五金杂件,,,,,,,,,,,,,,,70,后厨杂件,
275,HW10-GYHG-XFB0-001,保鲜膜,备菜使用,,件,五金杂件,,,150,,,,350,,,,五金杂件,,,,,,,,,,,,,,,71,后厨杂件,
276,HW10-GYHG-X089-001,保鲜膜,备菜使用,,件,五金杂件,,,180,,,,450,,,,五金杂件,,,,,,,,,,,,,,,72,后厨杂件,
277,HW10-GYHG-XF5F-001,保鲜袋,分装食材,,件,五金杂件,,,200,,,,350,450,,,五金杂件,,,,,,,,,,,,,,,73,后厨杂件,
278,HW10-GYHG-X571-001,量杯,加汤量杯,,个,五金杂件,,,15,,,,5000ml,,,,五金杂件,,,,,,,,,,,,,,,74,后厨杂件,
279,HW10-GYHG-X7D6-001,量杯,加汤量杯,,个,五金杂件,,,10,,,,2400ml,,,,五金杂件,,,,,,,,,,,,,,,75,后厨杂件,
280,HW10-GYHG-XFCD-001,量杯,加汤量杯,,个,五金杂件,,,8,,,,2000ml,,,,五金杂件,,,,,,,,,,,,,,,76,后厨杂件,
281,HW10-GYHG-XB9F-001,量杯,加汤量杯,,个,五金杂件,,,6,,,,1000ml,,,,五金杂件,,,,,,,,,,,,,,,77,后厨杂件,
282,HW10-GYHG-XFB7-002,量杯,加汤量杯,,个,五金杂件,,,5,,,,500ml,,,,五金杂件,,,,,,,,,,,,,,,78,后厨杂件,
283,HW10-GYHG-XF6A-001,果酱壶,甜品使用,,个,五金杂件,,,5,,,,500ml,,,,五金杂件,,,,,,,,,,,,,,,79,后厨杂件,
284,HW10-GYHG-X9DC-001,雪克杯,饮品制作,,个,五金杂件,,,25,,,,500ml,,,,五金杂件,,,,,,,,,,,,,,,80,后厨杂件,
285,HW10-GYHG-X017-001,雪克杯,饮品制作,,个,五金杂件,,,28,,,,1000ml,,,,五金杂件,,,,,,,,,,,,,,,81,后厨杂件,
286,HW10-GYHG-XA6D-001,捣碎棒,饮品制作,,个,五金杂件,,,20,,,,400,,,,五金杂件,,,,,,,,,,,,,,,82,后厨杂件,
287,HW10-GYHG-XF17-001,杯刷,刷杯子,,个,五金杂件,,,5,,,,,,,,五金杂件,,,,,,,,,,,,,,,83,后厨杂件,
288,HW10-GYHG-X8CB-001,保温箱,冰块存放,,个,五金杂件,,,380,,,,50L,,,,五金杂件,,,,,,,,,,,,,,,84,后厨杂件,
289,HW10-GYHG-X757-001,单签,档口插单器,,个,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,85,后厨杂件,
290,HW10-GYHG-XD81-001,手术手套,后厨粗加工使用,,件,五金杂件,,,180,,,,大，中，小号,,,,五金杂件,,,,,,,,,,,,,,,86,后厨杂件,
291,HW10-GYHG-XFFC-001,线手套,维修物品需要使用,,包,五金杂件,,,15,,,, ,,,,五金杂件,,,,,,,,,,,,,,,87,后厨杂件,
292,HW10-GYHG-XFD2-001,橡胶防水手套,洗碗,,双,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,88,后厨杂件,
293,HW10-GYHG-X926-001,防水围裙,洗碗岗使用,,条,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,89,后厨杂件,
294,HW10-GYHG-X0D6-001,定制布围裙,防溅水,,条,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,90,后厨杂件,
295,HW10-GYHG-X267-001,防水袖套,洗碗岗使用,,双,五金杂件,,,15,,,,,,,,五金杂件,,,,,,,,,,,,,,,91,后厨杂件,
296,HW10-GYHG-X361-001,防滑水鞋,洗碗岗使用,,双,五金杂件,,,28,,,,,,,,五金杂件,,,,,,,,,,,,,,,92,后厨杂件,
297,HW10-GYHG-X034-001,美工刀,前厅、后厨、库管员工使用,,把,五金杂件,,,10,,,,,,,,五金杂件,,,,,,,,,,,,,,,93,后厨杂件,
298,HW10-GYHG-X661-001,记号笔,前厅、后厨、库管员工使用,,盒,五金杂件,,,20,,,,,,,,五金杂件,,,,,,,,,,,,,,,94,后厨杂件,
299,HW10-GYHG-X1D0-001,百洁布,卫生清洁,,包,五金杂件,,,38,,,,,,,,五金杂件,,,,,,,,,,,,,,,95,后厨杂件,
300,HW10-GYHG-X564-001,钢丝球,卫生清洁,,包,五金杂件,,,10,,,,,,,,五金杂件,,,,,,,,,,,,,,,96,后厨杂件,
301,HW10-GYHG-XE64-001,锅刷,刷锅,,把,五金杂件,,,5,,,,,,,,五金杂件,,,,,,,,,,,,,,,97,后厨杂件,
302,HW10-GYHG-X1D2-001,点火器,点燃气灶,,把,五金杂件,,,5,,,,,,,,五金杂件,,,,,,,,,,,,,,,98,后厨杂件,
303,HW10-GYHG-XA1B-001,纱布,食材遮盖,,米,五金杂件,,,5,,,,,,,,五金杂件,,,,,,,,,,,,,,,99,后厨杂件,
304,HW10-GYHG-X2C5-001,煲鱼袋,卤水使用,,板,五金杂件,,,15,,,,140,180,,,五金杂件,,,,,,,,,,,,,,,100,后厨杂件,
305,HW10-GYHG-XEE6-001,不锈钢香料笼,卤水使用,,个,五金杂件,,,25,,,,180,180,,,五金杂件,,,,,,,,,,,,,,,101,后厨杂件,
306,HW10-GYHG-X76A-001,亚克力水果盒,装水果,,个,五金杂件,,,28,,,,320,260,190,,五金杂件,,,,,,,,,,,,,,,102,后厨杂件,
307,HW10-GYHG-XDE8-001,不锈钢盆,食材存放,,个,五金杂件,,,25,,,,320,260,190,,五金杂件,,,,,,,,,,,,,,,103,后厨杂件,
308,HW10-GYHG-XEAD-001,不锈钢盆,食材存放,,个,五金杂件,,,20,,,,100,150,,,五金杂件,,,,,,,,,,,,,,,104,后厨杂件,
309,HW10-GYHG-X5E9-001,奶枪,甜品使用,,个,五金杂件,,,180,,,,,,,,五金杂件,,,,,,,,,,,,,,,105,后厨杂件,
310,HW10-GYHG-XB65-001,奶油发泡剂,甜品使用,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,,,,,,,,,,,106,后厨杂件,
311,HW10-GYHG-X227-001,竹签,串小郡肝、鸡脚筋、掌中宝,,件,五金杂件,,,100,,,,300,,,,五金杂件,,,,,,,,,,,,,,,107,后厨杂件,
312,HW10-GYHG-X5A4-001,关东煮竹签,穿食材,,件,五金杂件,,,450,,,,180,,,,五金杂件,,,,,,,,,,,,,,,108,后厨杂件,
313,HW10-GYHG-XD1F-001,泡菜坛,泡菜,,口,五金杂件,,,150,,,,55斤装,,,,五金杂件,,,,,,,,,,,,,,,109,后厨杂件,
314,HW10-GYHG-X639-001,员工餐筷子,员工餐筷子,,双,五金杂件,,,2,,,,240,,,,五金杂件,,,,,,,,,,,,,,,110,后厨杂件,
315,HW10-GYHG-X4E0-001,塑料筐,鲜货使用,,个,五金杂件,,,12,,,,500,400,,,五金杂件,,,,,,,,,,,,,,,111,后厨杂件,
316,HW10-GYHG-X3A6-002,塑料筐,鲜货使用,,个,五金杂件,,,10,,,,440,340,,,五金杂件,,,,,,,,,,,,,,,112,后厨杂件,
317,HW10-GYHG-X222-002,塑料筐,鲜货使用,,个,五金杂件,,,8,,,,400,300,,,五金杂件,,,,,,,,,,,,,,,113,后厨杂件,
318,HW10-GYHG-X86C-001,保鲜盒,存放食材,,个,五金杂件,,,18,,,,大号,,,,五金杂件,,,,,,,,,,,,,,,114,后厨杂件,
319,HW10-GYHG-X8B7-001,保鲜盒,存放食材,,个,五金杂件,,,16,,,,中号,,,,五金杂件,,,,,,,,,,,,,,,115,后厨杂件,
320,HW10-GYHG-XA4A-001,保鲜盒,存放食材,,个,五金杂件,,,10,,,,小号,,,,五金杂件,,,,,,,,,,,,,,,116,后厨杂件,
321,HW10-GYHG-XA32-001,地刮,地刮,,把,五金杂件,,,28,,,,,,,,五金杂件,,,,,,,,,,,,,,,117,后厨杂件,
